aceB,asnA,atpD,atpG,b1191,b1583,b1963,cchB,cspA,cspG,dnaG,dnaJ,dnaK,eutG,fixC,flgD,folK,ftsJ,gltA,hupB,ibpB,icdA,lacA,lacY,lacZ,lpdA,mopB,nmpC,nuoM,pspA,pspB,sucA,sucD,tnaA,yaeM,yceP,ycgX,yecO,yedE,yfaD,yfiA,ygbD,ygcE,yhdM,yheI,yjbO
'\'(-2.217746--1.411047]\'','\'(1.680443-2.529795]\'','\'(-5.217449--4.274755]\'','\'(-2.99211--2.349227]\'','\'(1.56765-2.047773]\'','\'(-0.941515--0.234604]\'','\'(4.554576-5.537354]\'','\'(0.708893-1.524288]\'','\'(1.419568-2.296981]\'','\'(1.835879-2.472591]\'','\'(3.611161-inf)\'','\'(1.181131-2.085919]\'','\'(3.038061-4.017868]\'','\'(1.225959-1.777101]\'','\'(0.971903-1.780603]\'','\'(-1.36518--0.768196]\'','\'(2.433817-3.211187]\'','\'(3.494748-4.363298]\'','\'(-inf--3.860966]\'','\'(-0.829552-0.179126]\'','\'(1.826402-2.801625]\'','\'(-1.610222--0.806035]\'','\'(1.45513-2.542402]\'','\'(1.119835-2.200169]\'','\'(1.951793-3.108221]\'','\'(-2.759117--2.163649]\'','\'(1.959682-2.845501]\'','\'(-0.724653--0.100001]\'','\'(-0.943569--0.215575]\'','\'(0.952764-1.573005]\'','\'(2.135191-2.894343]\'','\'(-2.534696--1.760575]\'','\'(-3.570199--2.85454]\'','\'(-2.677459--2.127586]\'','\'(3.752508-4.92782]\'','\'(1.345436-2.0418]\'','\'(4.489229-inf)\'','\'(2.66326-3.278601]\'','\'(-1.938145--1.410416]\'','\'(0.936604-1.557924]\'','\'(0.695839-1.640625]\'','\'(3.314566-4.145751]\'','\'(1.592907-2.688223]\'','\'(0.972425-1.810777]\'','\'(3.254266-4.138078]\'',2.115104
'\'(-1.411047--0.604347]\'','\'(1.680443-2.529795]\'','\'(-2.389366--1.446672]\'','\'(-1.063459--0.420576]\'','\'(0.607406-1.087528]\'','\'(1.886127-2.593038]\'','\'(1.606241-2.58902]\'','\'(1.524288-2.339683]\'','\'(-0.335259-0.542154]\'','\'(1.199167-1.835879]\'','\'(0.197651-1.051029]\'','\'(-0.628445-0.276343]\'','\'(0.098638-1.078446]\'','\'(0.674818-1.225959]\'','\'(0.163204-0.971903]\'','\'(-0.171212-0.425772]\'','\'(0.879076-1.656446]\'','\'(1.757648-2.626198]\'','\'(-0.411053-0.163932]\'','\'(-3.855584--2.846907]\'','\'(-0.124042-0.85118]\'','\'(-1.610222--0.806035]\'','\'(0.367859-1.45513]\'','\'(0.039502-1.119835]\'','\'(1.951793-3.108221]\'','\'(-0.972712--0.377243]\'','\'(1.073863-1.959682]\'','\'(-0.724653--0.100001]\'','\'(-1.671563--0.943569]\'','\'(0.332523-0.952764]\'','\'(-0.142266-0.616887]\'','\'(-0.212334-0.561787]\'','\'(-0.707564-0.008095]\'','\'(-0.477967-0.071906]\'','\'(1.401883-2.577195]\'','\'(-0.047294-0.649071]\'','\'(0.458292-1.466026]\'','\'(2.047919-2.66326]\'','\'(-0.882688--0.354959]\'','\'(-0.306037-0.315283]\'','\'(-2.138521--1.193735]\'','\'(0.821012-1.652197]\'','\'(1.592907-2.688223]\'','\'(0.134073-0.972425]\'','\'(0.602831-1.486643]\'',-1.265268
'\'(0.202352-1.009051]\'','\'(-0.018259-0.831092]\'','\'(-1.446672--0.503978]\'','\'(-2.99211--2.349227]\'','\'(0.607406-1.087528]\'','\'(1.179217-1.886127]\'','\'(1.606241-2.58902]\'','\'(0.708893-1.524288]\'','\'(-2.090085--1.212672]\'','\'(-0.074257-0.562455]\'','\'(1.051029-1.904406]\'','\'(2.990707-3.895495]\'','\'(1.078446-2.058253]\'','\'(2.328243-2.879384]\'','\'(0.163204-0.971903]\'','\'(-3.156132--2.559148]\'','\'(0.879076-1.656446]\'','\'(0.889098-1.757648]\'','\'(-1.561024--0.986039]\'','\'(-3.855584--2.846907]\'','\'(3.776847-4.752069]\'','\'(-0.806035--0.001848]\'','\'(1.45513-2.542402]\'','\'(2.200169-3.280503]\'','\'(0.795365-1.951793]\'','\'(-0.377243-0.218225]\'','\'(1.073863-1.959682]\'','\'(0.52465-1.149302]\'','\'(-0.943569--0.215575]\'','\'(-0.287719-0.332523]\'','\'(-1.66057--0.901418]\'','\'(-2.534696--1.760575]\'','\'(-2.85454--2.138881]\'','\'(-1.577713--1.02784]\'','\'(0.22657-1.401883]\'','\'(3.43453-4.130895]\'','\'(1.466026-2.473761]\'','\'(0.201896-0.817237]\'','\'(-0.354959-0.17277]\'','\'(2.179244-2.800565]\'','\'(-3.083308--2.138521]\'','\'(3.314566-4.145751]\'','\'(-0.597726-0.49759]\'','\'(0.134073-0.972425]\'','\'(0.602831-1.486643]\'',-0.242302
'\'(-3.024445--2.217746]\'','\'(0.831092-1.680443]\'','\'(-0.503978-0.438716]\'','\'(-2.349227--1.706343]\'','\'(0.607406-1.087528]\'','\'(1.179217-1.886127]\'','\'(-0.359315-0.623463]\'','\'(0.708893-1.524288]\'','\'(0.542154-1.419568]\'','\'(1.835879-2.472591]\'','\'(-1.509104--0.655727]\'','\'(-0.628445-0.276343]\'','\'(-0.881169-0.098638]\'','\'(1.225959-1.777101]\'','\'(-0.645495-0.163204]\'','\'(-2.559148--1.962164]\'','\'(-0.675664-0.101706]\'','\'(0.020548-0.889098]\'','\'(-1.561024--0.986039]\'','\'(-0.829552-0.179126]\'','\'(1.826402-2.801625]\'','\'(-2.414409--1.610222]\'','\'(1.45513-2.542402]\'','\'(1.119835-2.200169]\'','\'(1.951793-3.108221]\'','\'(-0.972712--0.377243]\'','\'(-1.583595--0.697776]\'','\'(-0.100001-0.52465]\'','\'(-1.671563--0.943569]\'','\'(0.332523-0.952764]\'','\'(0.616887-1.376039]\'','\'(-1.760575--0.986455]\'','\'(-2.138881--1.423223]\'','\'(-1.02784--0.477967]\'','\'(2.577195-3.752508]\'','\'(1.345436-2.0418]\'','\'(-1.557176--0.549442]\'','\'(2.047919-2.66326]\'','\'(-1.410416--0.882688]\'','\'(0.936604-1.557924]\'','\'(-0.248948-0.695839]\'','\'(-0.010172-0.821012]\'','\'(0.49759-1.592907]\'','\'(-0.70428-0.134073]\'','\'(-1.164792--0.280981]\'',1.670278
'\'(-0.604347-0.202352]\'','\'(-0.867611--0.018259]\'','\'(0.438716-1.38141]\'','\'(-2.349227--1.706343]\'','\'(-0.352839-0.127283]\'','\'(3.299948-4.006859]\'','\'(0.623463-1.606241]\'','\'(-0.921897--0.106502]\'','\'(1.419568-2.296981]\'','\'(1.835879-2.472591]\'','\'(-0.655727-0.197651]\'','\'(0.276343-1.181131]\'','\'(-1.860976--0.881169]\'','\'(1.777101-2.328243]\'','\'(-inf--1.454194]\'','\'(-0.768196--0.171212]\'','\'(-0.675664-0.101706]\'','\'(-1.716551--0.848001]\'','\'(-2.136009--1.561024]\'','\'(-1.838229--0.829552]\'','\'(1.826402-2.801625]\'','\'(-0.806035--0.001848]\'','\'(2.542402-3.629673]\'','\'(3.280503-4.360837]\'','\'(1.951793-3.108221]\'','\'(-0.972712--0.377243]\'','\'(-1.583595--0.697776]\'','\'(-0.724653--0.100001]\'','\'(-1.671563--0.943569]\'','\'(0.332523-0.952764]\'','\'(1.376039-2.135191]\'','\'(-1.760575--0.986455]\'','\'(-2.138881--1.423223]\'','\'(0.071906-0.621778]\'','\'(2.577195-3.752508]\'','\'(2.738165-3.43453]\'','\'(-1.557176--0.549442]\'','\'(1.432578-2.047919]\'','\'(-1.410416--0.882688]\'','\'(2.179244-2.800565]\'','\'(-1.193735--0.248948]\'','\'(-inf--0.841357]\'','\'(-0.597726-0.49759]\'','\'(-0.70428-0.134073]\'','\'(-1.164792--0.280981]\'',4.033482
'\'(-1.411047--0.604347]\'','\'(0.831092-1.680443]\'','\'(-1.446672--0.503978]\'','\'(-2.99211--2.349227]\'','\'(1.087528-1.56765]\'','\'(2.593038-3.299948]\'','\'(0.623463-1.606241]\'','\'(0.708893-1.524288]\'','\'(0.542154-1.419568]\'','\'(1.199167-1.835879]\'','\'(-0.655727-0.197651]\'','\'(2.085919-2.990707]\'','\'(-0.881169-0.098638]\'','\'(2.879384-3.430526]\'','\'(0.163204-0.971903]\'','\'(-3.156132--2.559148]\'','\'(-0.675664-0.101706]\'','\'(0.020548-0.889098]\'','\'(-2.136009--1.561024]\'','\'(-2.846907--1.838229]\'','\'(3.776847-4.752069]\'','\'(-1.610222--0.806035]\'','\'(-0.719412-0.367859]\'','\'(0.039502-1.119835]\'','\'(-0.361062-0.795365]\'','\'(-1.56818--0.972712]\'','\'(-1.583595--0.697776]\'','\'(-1.973956--1.349305]\'','\'(-4.583538--3.855544]\'','\'(1.573005-2.193247]\'','\'(1.376039-2.135191]\'','\'(-3.308816--2.534696]\'','\'(-2.138881--1.423223]\'','\'(-2.127586--1.577713]\'','\'(2.577195-3.752508]\'','\'(2.738165-3.43453]\'','\'(0.458292-1.466026]\'','\'(1.432578-2.047919]\'','\'(-1.410416--0.882688]\'','\'(2.800565-3.421885]\'','\'(-1.193735--0.248948]\'','\'(0.821012-1.652197]\'','\'(0.49759-1.592907]\'','\'(1.810777-2.64913]\'','\'(-1.164792--0.280981]\'',1.714685
'\'(-2.217746--1.411047]\'','\'(0.831092-1.680443]\'','\'(-2.389366--1.446672]\'','\'(-3.634994--2.99211]\'','\'(0.607406-1.087528]\'','\'(2.593038-3.299948]\'','\'(0.623463-1.606241]\'','\'(1.524288-2.339683]\'','\'(-2.090085--1.212672]\'','\'(1.835879-2.472591]\'','\'(0.197651-1.051029]\'','\'(2.990707-3.895495]\'','\'(0.098638-1.078446]\'','\'(1.777101-2.328243]\'','\'(-0.645495-0.163204]\'','\'(-2.559148--1.962164]\'','\'(0.879076-1.656446]\'','\'(-0.848001-0.020548]\'','\'(-1.561024--0.986039]\'','\'(-4.864262--3.855584]\'','\'(2.801625-3.776847]\'','\'(-1.610222--0.806035]\'','\'(3.629673-4.716944]\'','\'(4.360837-5.441171]\'','\'(4.264648-5.421076]\'','\'(-0.972712--0.377243]\'','\'(-0.697776-0.188043]\'','\'(-1.349305--0.724653]\'','\'(-0.215575-0.512419]\'','\'(0.952764-1.573005]\'','\'(0.616887-1.376039]\'','\'(-3.308816--2.534696]\'','\'(-3.570199--2.85454]\'','\'(-1.577713--1.02784]\'','\'(2.577195-3.752508]\'','\'(2.738165-3.43453]\'','\'(0.458292-1.466026]\'','\'(1.432578-2.047919]\'','\'(-1.410416--0.882688]\'','\'(1.557924-2.179244]\'','\'(-4.028094--3.083308]\'','\'(0.821012-1.652197]\'','\'(0.49759-1.592907]\'','\'(2.64913-3.487482]\'','\'(0.602831-1.486643]\'',2.775789
'\'(-1.411047--0.604347]\'','\'(0.831092-1.680443]\'','\'(-0.503978-0.438716]\'','\'(0.222308-0.865191]\'','\'(0.127283-0.607406]\'','\'(1.179217-1.886127]\'','\'(0.623463-1.606241]\'','\'(2.339683-3.155078]\'','\'(-0.335259-0.542154]\'','\'(3.109302-3.746014]\'','\'(-1.509104--0.655727]\'','\'(-2.43802--1.533232]\'','\'(-1.860976--0.881169]\'','\'(0.123676-0.674818]\'','\'(0.163204-0.971903]\'','\'(1.022756-inf)\'','\'(-0.675664-0.101706]\'','\'(-1.716551--0.848001]\'','\'(0.163932-0.738918]\'','\'(-2.846907--1.838229]\'','\'(-1.099265--0.124042]\'','\'(-1.610222--0.806035]\'','\'(2.542402-3.629673]\'','\'(2.200169-3.280503]\'','\'(1.951793-3.108221]\'','\'(-2.759117--2.163649]\'','\'(-1.583595--0.697776]\'','\'(-0.724653--0.100001]\'','\'(-0.943569--0.215575]\'','\'(0.952764-1.573005]\'','\'(2.135191-2.894343]\'','\'(1.335907-2.110028]\'','\'(1.439413-inf)\'','\'(-1.577713--1.02784]\'','\'(4.92782-6.103133]\'','\'(-0.047294-0.649071]\'','\'(-1.557176--0.549442]\'','\'(4.509283-inf)\'','\'(-2.465874--1.938145]\'','\'(-0.306037-0.315283]\'','\'(-2.138521--1.193735]\'','\'(2.483382-3.314566]\'','\'(1.592907-2.688223]\'','\'(-1.542632--0.70428]\'','\'(-1.164792--0.280981]\'',0.581095
'\'(-1.411047--0.604347]\'','\'(-0.018259-0.831092]\'','\'(-3.332061--2.389366]\'','\'(-3.634994--2.99211]\'','\'(1.087528-1.56765]\'','\'(1.179217-1.886127]\'','\'(1.606241-2.58902]\'','\'(1.524288-2.339683]\'','\'(0.542154-1.419568]\'','\'(1.835879-2.472591]\'','\'(1.904406-2.757784]\'','\'(2.990707-3.895495]\'','\'(1.078446-2.058253]\'','\'(2.328243-2.879384]\'','\'(0.971903-1.780603]\'','\'(-2.559148--1.962164]\'','\'(1.656446-2.433817]\'','\'(2.626198-3.494748]\'','\'(-2.710995--2.136009]\'','\'(-0.829552-0.179126]\'','\'(2.801625-3.776847]\'','\'(-0.806035--0.001848]\'','\'(1.45513-2.542402]\'','\'(1.119835-2.200169]\'','\'(0.795365-1.951793]\'','\'(-2.163649--1.56818]\'','\'(1.073863-1.959682]\'','\'(-0.724653--0.100001]\'','\'(-3.855544--3.12755]\'','\'(0.332523-0.952764]\'','\'(0.616887-1.376039]\'','\'(-4.082937--3.308816]\'','\'(-2.138881--1.423223]\'','\'(-2.127586--1.577713]\'','\'(3.752508-4.92782]\'','\'(1.345436-2.0418]\'','\'(1.466026-2.473761]\'','\'(1.432578-2.047919]\'','\'(-1.410416--0.882688]\'','\'(0.936604-1.557924]\'','\'(-0.248948-0.695839]\'','\'(2.483382-3.314566]\'','\'(0.49759-1.592907]\'','\'(3.487482-4.325835]\'','\'(1.486643-2.370454]\'',1.030888
'\'(-0.604347-0.202352]\'','\'(0.831092-1.680443]\'','\'(-2.389366--1.446672]\'','\'(-1.706343--1.063459]\'','\'(1.087528-1.56765]\'','\'(1.886127-2.593038]\'','\'(0.623463-1.606241]\'','\'(0.708893-1.524288]\'','\'(-2.967499--2.090085]\'','\'(1.199167-1.835879]\'','\'(1.051029-1.904406]\'','\'(0.276343-1.181131]\'','\'(1.078446-2.058253]\'','\'(1.225959-1.777101]\'','\'(0.971903-1.780603]\'','\'(-1.36518--0.768196]\'','\'(0.879076-1.656446]\'','\'(1.757648-2.626198]\'','\'(-0.986039--0.411053]\'','\'(-5.87294--4.864262]\'','\'(0.85118-1.826402]\'','\'(-0.001848-0.80234]\'','\'(-0.719412-0.367859]\'','\'(-1.040832-0.039502]\'','\'(0.795365-1.951793]\'','\'(-1.56818--0.972712]\'','\'(1.073863-1.959682]\'','\'(-0.100001-0.52465]\'','\'(-3.855544--3.12755]\'','\'(0.952764-1.573005]\'','\'(0.616887-1.376039]\'','\'(-1.760575--0.986455]\'','\'(-0.707564-0.008095]\'','\'(-1.577713--1.02784]\'','\'(3.752508-4.92782]\'','\'(0.649071-1.345436]\'','\'(0.458292-1.466026]\'','\'(0.201896-0.817237]\'','\'(-1.410416--0.882688]\'','\'(1.557924-2.179244]\'','\'(-4.972881--4.028094]\'','\'(1.652197-2.483382]\'','\'(0.49759-1.592907]\'','\'(1.810777-2.64913]\'','\'(0.602831-1.486643]\'',0.855248
'\'(-3.831144--3.024445]\'','\'(4.228498-5.077849]\'','\'(-4.274755--3.332061]\'','\'(-2.99211--2.349227]\'','\'(3.008017-inf)\'','\'(1.886127-2.593038]\'','\'(2.58902-3.571798]\'','\'(0.708893-1.524288]\'','\'(-0.335259-0.542154]\'','\'(2.472591-3.109302]\'','\'(1.051029-1.904406]\'','\'(-0.628445-0.276343]\'','\'(0.098638-1.078446]\'','\'(1.777101-2.328243]\'','\'(0.971903-1.780603]\'','\'(-2.559148--1.962164]\'','\'(0.879076-1.656446]\'','\'(1.757648-2.626198]\'','\'(0.163932-0.738918]\'','\'(-2.846907--1.838229]\'','\'(1.826402-2.801625]\'','\'(-4.022784--3.218597]\'','\'(2.542402-3.629673]\'','\'(2.200169-3.280503]\'','\'(3.108221-4.264648]\'','\'(-1.56818--0.972712]\'','\'(0.188043-1.073863]\'','\'(-1.349305--0.724653]\'','\'(-2.399557--1.671563]\'','\'(1.573005-2.193247]\'','\'(1.376039-2.135191]\'','\'(-2.534696--1.760575]\'','\'(-1.423223--0.707564]\'','\'(-2.677459--2.127586]\'','\'(2.577195-3.752508]\'','\'(0.649071-1.345436]\'','\'(2.473761-3.481495]\'','\'(2.047919-2.66326]\'','\'(-1.938145--1.410416]\'','\'(0.936604-1.557924]\'','\'(-2.138521--1.193735]\'','\'(1.652197-2.483382]\'','\'(4.878856-5.974173]\'','\'(0.972425-1.810777]\'','\'(1.486643-2.370454]\'',0.689463
'\'(-2.217746--1.411047]\'','\'(2.529795-3.379146]\'','\'(-3.332061--2.389366]\'','\'(-2.349227--1.706343]\'','\'(1.087528-1.56765]\'','\'(1.886127-2.593038]\'','\'(1.606241-2.58902]\'','\'(1.524288-2.339683]\'','\'(1.419568-2.296981]\'','\'(2.472591-3.109302]\'','\'(1.051029-1.904406]\'','\'(-0.628445-0.276343]\'','\'(1.078446-2.058253]\'','\'(0.674818-1.225959]\'','\'(0.971903-1.780603]\'','\'(-2.559148--1.962164]\'','\'(1.656446-2.433817]\'','\'(0.889098-1.757648]\'','\'(-0.411053-0.163932]\'','\'(-1.838229--0.829552]\'','\'(-0.124042-0.85118]\'','\'(-2.414409--1.610222]\'','\'(1.45513-2.542402]\'','\'(1.119835-2.200169]\'','\'(1.951793-3.108221]\'','\'(-2.759117--2.163649]\'','\'(0.188043-1.073863]\'','\'(-2.598608--1.973956]\'','\'(-1.671563--0.943569]\'','\'(2.813488-3.43373]\'','\'(3.653495-4.412647]\'','\'(-2.534696--1.760575]\'','\'(-2.138881--1.423223]\'','\'(-2.127586--1.577713]\'','\'(4.92782-6.103133]\'','\'(-0.047294-0.649071]\'','\'(2.473761-3.481495]\'','\'(2.047919-2.66326]\'','\'(-2.993603--2.465874]\'','\'(0.315283-0.936604]\'','\'(-0.248948-0.695839]\'','\'(0.821012-1.652197]\'','\'(1.592907-2.688223]\'','\'(0.134073-0.972425]\'','\'(1.486643-2.370454]\'',1.022303
'\'(-1.411047--0.604347]\'','\'(1.680443-2.529795]\'','\'(-2.389366--1.446672]\'','\'(-2.99211--2.349227]\'','\'(1.56765-2.047773]\'','\'(1.179217-1.886127]\'','\'(1.606241-2.58902]\'','\'(2.339683-3.155078]\'','\'(-1.212672--0.335259]\'','\'(0.562455-1.199167]\'','\'(-0.655727-0.197651]\'','\'(1.181131-2.085919]\'','\'(0.098638-1.078446]\'','\'(1.777101-2.328243]\'','\'(2.589302-3.398001]\'','\'(-2.559148--1.962164]\'','\'(0.879076-1.656446]\'','\'(2.626198-3.494748]\'','\'(-3.28598--2.710995]\'','\'(-2.846907--1.838229]\'','\'(1.826402-2.801625]\'','\'(-1.610222--0.806035]\'','\'(0.367859-1.45513]\'','\'(0.039502-1.119835]\'','\'(-0.361062-0.795365]\'','\'(-2.759117--2.163649]\'','\'(1.959682-2.845501]\'','\'(-1.973956--1.349305]\'','\'(-0.943569--0.215575]\'','\'(1.573005-2.193247]\'','\'(2.135191-2.894343]\'','\'(-1.760575--0.986455]\'','\'(-1.423223--0.707564]\'','\'(-3.227331--2.677459]\'','\'(-0.948742-0.22657]\'','\'(0.649071-1.345436]\'','\'(0.458292-1.466026]\'','\'(0.817237-1.432578]\'','\'(-2.465874--1.938145]\'','\'(1.557924-2.179244]\'','\'(-2.138521--1.193735]\'','\'(3.314566-4.145751]\'','\'(1.592907-2.688223]\'','\'(0.972425-1.810777]\'','\'(0.602831-1.486643]\'',1.562301
'\'(-3.831144--3.024445]\'','\'(2.529795-3.379146]\'','\'(-4.274755--3.332061]\'','\'(-3.634994--2.99211]\'','\'(2.047773-2.527895]\'','\'(0.472306-1.179217]\'','\'(3.571798-4.554576]\'','\'(1.524288-2.339683]\'','\'(-2.090085--1.212672]\'','\'(1.199167-1.835879]\'','\'(3.611161-inf)\'','\'(2.085919-2.990707]\'','\'(3.038061-4.017868]\'','\'(1.225959-1.777101]\'','\'(1.780603-2.589302]\'','\'(-0.768196--0.171212]\'','\'(2.433817-3.211187]\'','\'(2.626198-3.494748]\'','\'(-3.28598--2.710995]\'','\'(-3.855584--2.846907]\'','\'(1.826402-2.801625]\'','\'(-3.218597--2.414409]\'','\'(1.45513-2.542402]\'','\'(1.119835-2.200169]\'','\'(0.795365-1.951793]\'','\'(-0.972712--0.377243]\'','\'(1.959682-2.845501]\'','\'(-0.100001-0.52465]\'','\'(-2.399557--1.671563]\'','\'(0.332523-0.952764]\'','\'(-0.142266-0.616887]\'','\'(-1.760575--0.986455]\'','\'(-0.707564-0.008095]\'','\'(-2.677459--2.127586]\'','\'(1.401883-2.577195]\'','\'(0.649071-1.345436]\'','\'(4.489229-inf)\'','\'(1.432578-2.047919]\'','\'(-0.354959-0.17277]\'','\'(0.936604-1.557924]\'','\'(-3.083308--2.138521]\'','\'(2.483382-3.314566]\'','\'(3.78354-4.878856]\'','\'(0.972425-1.810777]\'','\'(3.254266-4.138078]\'',0.35522
'\'(-1.411047--0.604347]\'','\'(1.680443-2.529795]\'','\'(-0.503978-0.438716]\'','\'(-1.706343--1.063459]\'','\'(0.607406-1.087528]\'','\'(1.179217-1.886127]\'','\'(-0.359315-0.623463]\'','\'(3.155078-3.970473]\'','\'(0.542154-1.419568]\'','\'(2.472591-3.109302]\'','\'(-1.509104--0.655727]\'','\'(-0.628445-0.276343]\'','\'(-1.860976--0.881169]\'','\'(0.674818-1.225959]\'','\'(2.589302-3.398001]\'','\'(0.425772-1.022756]\'','\'(0.101706-0.879076]\'','\'(0.889098-1.757648]\'','\'(-0.411053-0.163932]\'','\'(-0.829552-0.179126]\'','\'(0.85118-1.826402]\'','\'(-1.610222--0.806035]\'','\'(-2.893954--1.806683]\'','\'(-3.2015--2.121166]\'','\'(-1.51749--0.361062]\'','\'(-2.759117--2.163649]\'','\'(0.188043-1.073863]\'','\'(-2.598608--1.973956]\'','\'(-1.671563--0.943569]\'','\'(2.193247-2.813488]\'','\'(2.135191-2.894343]\'','\'(-0.212334-0.561787]\'','\'(0.008095-0.723754]\'','\'(-2.677459--2.127586]\'','\'(6.103133-7.278445]\'','\'(-0.047294-0.649071]\'','\'(-1.557176--0.549442]\'','\'(1.432578-2.047919]\'','\'(-2.465874--1.938145]\'','\'(0.315283-0.936604]\'','\'(-0.248948-0.695839]\'','\'(4.145751-4.976936]\'','\'(0.49759-1.592907]\'','\'(-1.542632--0.70428]\'','\'(-1.164792--0.280981]\'',0.912531
'\'(-3.831144--3.024445]\'','\'(5.077849-inf)\'','\'(-5.217449--4.274755]\'','\'(-1.063459--0.420576]\'','\'(2.047773-2.527895]\'','\'(3.299948-4.006859]\'','\'(3.571798-4.554576]\'','\'(1.524288-2.339683]\'','\'(-2.090085--1.212672]\'','\'(2.472591-3.109302]\'','\'(1.904406-2.757784]\'','\'(-1.533232--0.628445]\'','\'(3.038061-4.017868]\'','\'(-0.427466-0.123676]\'','\'(1.780603-2.589302]\'','\'(0.425772-1.022756]\'','\'(3.211187-3.988557]\'','\'(3.494748-4.363298]\'','\'(-0.411053-0.163932]\'','\'(-4.864262--3.855584]\'','\'(-2.074487--1.099265]\'','\'(-4.022784--3.218597]\'','\'(-0.719412-0.367859]\'','\'(-2.121166--1.040832]\'','\'(-0.361062-0.795365]\'','\'(-1.56818--0.972712]\'','\'(2.845501-3.731321]\'','\'(-1.973956--1.349305]\'','\'(-2.399557--1.671563]\'','\'(1.573005-2.193247]\'','\'(-0.142266-0.616887]\'','\'(0.561787-1.335907]\'','\'(0.008095-0.723754]\'','\'(-2.677459--2.127586]\'','\'(4.92782-6.103133]\'','\'(-1.440024--0.743659]\'','\'(2.473761-3.481495]\'','\'(2.047919-2.66326]\'','\'(-1.938145--1.410416]\'','\'(-0.306037-0.315283]\'','\'(-3.083308--2.138521]\'','\'(2.483382-3.314566]\'','\'(4.878856-5.974173]\'','\'(-1.542632--0.70428]\'','\'(3.254266-4.138078]\'',-0.428777
'\'(0.202352-1.009051]\'','\'(-0.018259-0.831092]\'','\'(-0.503978-0.438716]\'','\'(-1.706343--1.063459]\'','\'(0.607406-1.087528]\'','\'(2.593038-3.299948]\'','\'(-0.359315-0.623463]\'','\'(1.524288-2.339683]\'','\'(-2.090085--1.212672]\'','\'(1.835879-2.472591]\'','\'(-0.655727-0.197651]\'','\'(2.085919-2.990707]\'','\'(1.078446-2.058253]\'','\'(0.674818-1.225959]\'','\'(0.163204-0.971903]\'','\'(-2.559148--1.962164]\'','\'(0.101706-0.879076]\'','\'(0.889098-1.757648]\'','\'(-2.136009--1.561024]\'','\'(-3.855584--2.846907]\'','\'(1.826402-2.801625]\'','\'(-0.001848-0.80234]\'','\'(1.45513-2.542402]\'','\'(1.119835-2.200169]\'','\'(0.795365-1.951793]\'','\'(-1.56818--0.972712]\'','\'(0.188043-1.073863]\'','\'(-1.973956--1.349305]\'','\'(-0.215575-0.512419]\'','\'(0.952764-1.573005]\'','\'(1.376039-2.135191]\'','\'(-2.534696--1.760575]\'','\'(-2.85454--2.138881]\'','\'(-1.02784--0.477967]\'','\'(3.752508-4.92782]\'','\'(0.649071-1.345436]\'','\'(-0.549442-0.458292]\'','\'(1.432578-2.047919]\'','\'(-1.410416--0.882688]\'','\'(0.936604-1.557924]\'','\'(-3.083308--2.138521]\'','\'(3.314566-4.145751]\'','\'(-0.597726-0.49759]\'','\'(0.972425-1.810777]\'','\'(-1.164792--0.280981]\'',3.424481
'\'(-2.217746--1.411047]\'','\'(0.831092-1.680443]\'','\'(-2.389366--1.446672]\'','\'(-2.349227--1.706343]\'','\'(0.607406-1.087528]\'','\'(3.299948-4.006859]\'','\'(2.58902-3.571798]\'','\'(1.524288-2.339683]\'','\'(0.542154-1.419568]\'','\'(3.746014-4.382726]\'','\'(1.051029-1.904406]\'','\'(2.085919-2.990707]\'','\'(-0.881169-0.098638]\'','\'(1.225959-1.777101]\'','\'(0.971903-1.780603]\'','\'(-0.768196--0.171212]\'','\'(0.101706-0.879076]\'','\'(0.889098-1.757648]\'','\'(-2.136009--1.561024]\'','\'(-0.829552-0.179126]\'','\'(1.826402-2.801625]\'','\'(-1.610222--0.806035]\'','\'(1.45513-2.542402]\'','\'(1.119835-2.200169]\'','\'(0.795365-1.951793]\'','\'(-2.759117--2.163649]\'','\'(0.188043-1.073863]\'','\'(-2.598608--1.973956]\'','\'(-2.399557--1.671563]\'','\'(2.813488-3.43373]\'','\'(3.653495-4.412647]\'','\'(-1.760575--0.986455]\'','\'(-0.707564-0.008095]\'','\'(-1.577713--1.02784]\'','\'(4.92782-6.103133]\'','\'(1.345436-2.0418]\'','\'(0.458292-1.466026]\'','\'(4.509283-inf)\'','\'(-2.993603--2.465874]\'','\'(0.936604-1.557924]\'','\'(-0.248948-0.695839]\'','\'(0.821012-1.652197]\'','\'(0.49759-1.592907]\'','\'(-1.542632--0.70428]\'','\'(-0.280981-0.602831]\'',1.83454
