N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
WeakUp,WeakUp,StrongUp,StrongUp,StrongUp,Neutral,Wet,Wet,VeryWet,PC,Clear,Clear,Cloudy,Strong,Strong,StrongWest,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug20_Sep15,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Instability,MoreUnstable,LessUnstable,HI,None,Weak,Moderate,I,SVR,SVR,SVR,LowSHighN,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,E_W_N,SigPositive,QStationary,AllElse,Westerly,DenvCyclone
Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,PC,PC,PC,PC,None,Weak,StrongWest,Weak,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Aug20_Sep15,C,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,Stifling,Unfavorable,None,C,XNIL,XNIL,XNIL,Other,CloseToDryAd,Average,Steep,MarkedUpper,MoistMDryL,E_W_N,PosToNeg,None,NWQuad,Westerly,LongAnticyc
Down,StronUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Strong,DCVZFavor,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Stability,Average,LessUnstable,B,PartInhibit,Strong,Slight,B,XNIL,XNIL,SVR,LowNHighS,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,DenvCyclone,PosToNeg,Other,AllElse,LVorOther,DenvCyclone
Down,StronUp,Neutral,Neutral,Neutral,Neutral,VeryWet,VeryWet,Wet,Clear,Clear,Clear,Clear,Weak,Strong,Other,None,Strong,Strong,None,LittleChange,LittleChange,Neutral,Decreasing,SVR,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Stability,MoreUnstable,LessUnstable,ACEFK,None,Moderate,Strong,K,SIG,SIG,SVR,LowAtStation,Steep,Average,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigNegative,QStationary,NWQuad,Westerly,WidespdDnsl
Neutral,Down,WeakUp,Down,Down,Neutral,VeryWet,Neutral,Dry,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,Weak,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jul16_Aug10,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,Stifling,Unfavorable,None,E,SIG,SIG,SVR,LowAtStation,Steep,Average,Steep,OtherRapid,MoistMDryL,E_W_N,LittleChange,None,SWQuad,LVorOther,LongAnticyc
StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,PC,Cloudy,Cloudy,Weak,Strong,Other,Weak,None,Weak,Some,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jul2_Jul15,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Neutral,LessUnstable,MoreUnstable,ACEFK,Stifling,Moderate,Moderate,E,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,CloseToDryAd,NoMajor,Other,None,SigNegative,Other,AllElse,LVorOther,LongAnticyc
WeakUp,Neutral,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Aug20_Sep15,B,AB,PartInhibit,Average,MoreThanAve,ABI,LILt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,Slight,B,SIG,SIG,SVR,LowMtsHighPl,Stable,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,NegToPos,Moving,LV,LVorOther,DenvCyclone
Down,Neutral,Down,Neutral,Neutral,Wet,Wet,Wet,Wet,PC,PC,PC,PC,Weak,Weak,Other,None,None,Weak,None,LittleChange,LittleChange,Negative,Increasing,SIG,Aug20_Sep15,K,CThruK,None,LessThanAve,LessThanAve,K,LILt_8,Stability,Average,Average,ACEFK,None,Unfavorable,None,K,SIG,SIG,SIG,LowAtStation,Steep,VeryMoist,Steep,NoMajor,MoistMDryL,MovingFtorOt,PosToNeg,QStationary,AllElse,Westerly,SEQuad
Neutral,WeakUp,WeakUp,WeakUp,WeakUp,Dry,Dry,Neutral,Neutral,PC,Cloudy,Clear,Clear,Weak,Strong,Westerly,Weak,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul16_Aug10,G,CThruK,PartInhibit,Average,MoreThanAve,G,LIGt0,Instability,MoreUnstable,MoreUnstable,GJ,None,Weak,Slight,G,XNIL,XNIL,XNIL,LowSHighN,Steep,Dry,CloseToDryAd,OtherRapid,MoistMDryL,E_W_N,PosToNeg,Other,LV,Westerly,LV
StrongUp,StronUp,Neutral,WeakUp,WeakUp,Wet,Wet,Neutral,Wet,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,A,AB,Stifling,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,LessUnstable,Average,ACEFK,PartInhibit,Weak,Slight,A,SVR,SVR,SVR,LowMtsHighPl,ModerateOrLe,Dry,Steep,OtherRapid,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
Down,Down,Neutral,Down,Down,Neutral,Wet,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,Increasing,SVR,Jun15_Jul1,K,CThruK,PartInhibit,LessThanAve,Average,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Moderate,K,XNIL,XNIL,SVR,HighEvrywher,ModerateOrLe,Dry,Steep,MarkedUpper,Other,MovingFtorOt,LittleChange,None,AllElse,Westerly,DenvCyclone
Down,Down,Neutral,Down,Down,Neutral,Neutral,Wet,Neutral,PC,Clear,PC,Clear,Strong,Strong,Other,Weak,Weak,None,None,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,MoreThanAve,K,LILt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,K,SVR,SVR,SVR,LowEvrywhere,Stable,Average,ModerateOrLe,OtherRapid,Other,E_W_N,SigPositive,QStationary,AllElse,Westerly,LV
StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Cloudy,PC,Cloudy,Cloudy,None,None,Westerly,None,Strong,Weak,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Strong,Strong,C,SVR,SVR,SVR,LowEvrywhere,Steep,Average,CloseToDryAd,OtherRapid,DryMMoistL,MovingFtorOt,SigPositive,Other,NWQuad,Westerly,WidespdDnsl
StrongUp,Down,Down,Down,Down,Wet,Neutral,Wet,Neutral,PC,Clear,Clear,Clear,None,Weak,Westerly,Weak,Strong,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,B,Stifling,Moderate,None,B,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,Average,ModerateOrLe,OtherRapid,Other,DenvCyclone,SigPositive,Other,SWQuad,LVorOther,DenvCyclone
Down,WeakUp,WeakUp,Neutral,Neutral,Dry,Wet,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,Other,Strong,Weak,Strong,Some,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jul2_Jul15,K,CThruK,None,LessThanAve,LessThanAve,K,LILt_8,Neutral,Average,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,K,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,CloseToDryAd,StrongFront,DryMMoistL,None,PosToNeg,Other,AllElse,LVorOther,SEQuad
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Dry,Neutral,Clear,Clear,PC,PC,Weak,Weak,StrongWest,Weak,Strong,Strong,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,Jul2_Jul15,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,SIG,Other,Steep,Dry,ModerateOrLe,OtherRapid,DryMMoistL,Other,PosToNeg,Moving,AllElse,Westerly,LV
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Dry,PC,Cloudy,PC,PC,Strong,Strong,Westerly,Strong,Weak,Strong,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,Stifling,Unfavorable,None,E,XNIL,XNIL,XNIL,LowNHighS,CloseToDryAd,Average,ModerateOrLe,OtherRapid,DryMMoistL,None,NegToPos,QStationary,SWQuad,Westerly,LV
Down,WeakUp,Down,Down,Down,Wet,Neutral,Neutral,Dry,Clear,PC,Clear,Clear,None,Weak,Westerly,Weak,Strong,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,K,CThruK,None,Average,Average,K,N1GtLIGt_4,Instability,MoreUnstable,Average,ACEFK,PartInhibit,Moderate,Strong,K,XNIL,XNIL,SIG,LowSHighN,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,MovingFtorOt,SigNegative,QStationary,AllElse,Westerly,WidespdDnsl
StrongUp,WeakUp,Down,Neutral,Neutral,VeryWet,Neutral,Neutral,Neutral,Clear,Clear,PC,PC,Weak,Strong,Westerly,Strong,Weak,Strong,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jul16_Aug10,D,CThruK,Stifling,Average,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,D,PartInhibit,Strong,Moderate,D,SIG,SIG,SIG,LowMtsHighPl,CloseToDryAd,Dry,ModerateOrLe,OtherRapid,DryMMoistL,DryLine,SigNegative,None,SWQuad,LVorOther,SEQuad
WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,Clear,Clear,Clear,PC,Strong,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,Neutral,Decreasing,SIG,Aug11_Aug20,G,CThruK,None,Average,Average,G,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,Stifling,Unfavorable,None,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,DryLine,SigNegative,None,LV,Westerly,WidespdDnsl
Down,WeakUp,Neutral,Down,Down,Neutral,Neutral,Neutral,Neutral,PC,Cloudy,PC,Clear,Strong,Strong,DCVZFavor,Weak,Strong,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,Jul16_Aug10,I,CThruK,TotalInhibit,MoreThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,Stifling,Moderate,None,I,XNIL,XNIL,SVR,LowSHighN,Steep,Average,CloseToDryAd,StrongFront,Other,Other,SigPositive,Moving,AllElse,LVorOther,LV
Down,WeakUp,StrongUp,Neutral,Neutral,VeryWet,Neutral,Wet,Wet,PC,PC,Cloudy,PC,None,Weak,DCVZFavor,Weak,None,None,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jul16_Aug10,K,CThruK,None,Average,MoreThanAve,K,N1GtLIGt_4,Neutral,Average,Average,ACEFK,Stifling,Moderate,None,K,XNIL,XNIL,SIG,Other,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,Other,Other,NegToPos,Other,SWQuad,Westerly,SEQuad
WeakUp,Neutral,Down,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Strong,Other,Weak,Strong,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Jun15_Jul1,J,CThruK,PartInhibit,Average,Average,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Unfavorable,None,J,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jun15_Jul1,K,CThruK,None,LessThanAve,Average,K,N1GtLIGt_4,Neutral,LessUnstable,MoreUnstable,ACEFK,Stifling,Moderate,None,K,XNIL,XNIL,SVR,Other,ModerateOrLe,Dry,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,LittleChange,QStationary,NWQuad,Westerly,WidespdDnsl
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,PC,Clear,Clear,PC,Strong,Strong,Westerly,Strong,Strong,Strong,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,D,CThruK,Stifling,Average,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,D,None,Weak,Moderate,D,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,VeryMoist,Steep,MarkedUpper,Other,None,PosToNeg,Other,AllElse,Westerly,SEQuad
Neutral,Neutral,Down,Down,Down,Dry,Wet,VeryWet,Wet,Clear,Cloudy,Clear,Clear,Weak,Strong,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Aug20_Sep15,H,CThruK,PartInhibit,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Neutral,LessUnstable,Average,HI,None,Moderate,Moderate,H,SIG,SIG,SVR,LowMtsHighPl,Stable,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,PosToNeg,None,SWQuad,LVorOther,E_NE
StrongUp,Down,Down,Down,Down,Dry,Wet,VeryWet,VeryWet,Clear,PC,Clear,Clear,Strong,Strong,Other,Weak,Strong,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,I,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,ABI,LIGt0,Neutral,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,Moderate,I,SVR,SVR,SVR,LowSHighN,Steep,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigNegative,QStationary,SWQuad,Westerly,DenvCyclone
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,Cloudy,Weak,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul2_Jul15,B,AB,None,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Moderate,Moderate,B,SIG,XNIL,XNIL,LowNHighS,ModerateOrLe,Average,CloseToDryAd,NoMajor,DryMMoistL,E_W_N,PosToNeg,QStationary,LV,LVorOther,DenvCyclone
WeakUp,Down,Neutral,Neutral,Neutral,Dry,Wet,Dry,Neutral,PC,Cloudy,PC,PC,Weak,Strong,StrongWest,Strong,None,Weak,Some,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Aug20_Sep15,A,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Unfavorable,None,A,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,LittleChange,Other,SWQuad,Westerly,E_NE
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Weak,Some,LittleChange,LittleChange,Negative,LittleChange,SIG,Aug20_Sep15,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,A,SIG,SIG,SIG,LowMtsHighPl,Stable,Dry,ModerateOrLe,StrongFront,Other,E_W_S,SigNegative,Moving,SWQuad,Westerly,E_NE
Down,Neutral,Down,Down,Down,Neutral,Neutral,Wet,Neutral,Cloudy,PC,Cloudy,Cloudy,None,None,DCVZFavor,None,Strong,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,None,E,SIG,SIG,SIG,HighEvrywher,Stable,Average,ModerateOrLe,NoMajor,MoistMDryL,Other,SigNegative,Other,AllElse,Westerly,LongAnticyc
Neutral,Neutral,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,PC,Clear,Clear,Clear,Strong,Strong,Other,None,None,None,Some,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Aug20_Sep15,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,D,PartInhibit,Unfavorable,None,D,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,CloseToDryAd,OtherRapid,DryMMoistL,DryLine,SigNegative,Moving,SWQuad,Westerly,WidespdDnsl
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,Other,None,Weak,Weak,Marked,DecCapIncIns,Decreasing,Negative,Increasing,SIG,Aug20_Sep15,C,CThruK,Stifling,MoreThanAve,Average,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,TotalInhibit,Strong,Slight,C,XNIL,XNIL,SIG,Other,Steep,Dry,ModerateOrLe,MarkedUpper,Other,E_W_S,SigNegative,Other,NWQuad,Westerly,WidespdDnsl
WeakUp,WeakUp,Down,Neutral,Neutral,Wet,Neutral,Wet,Neutral,PC,PC,Clear,Clear,Strong,Strong,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul16_Aug10,H,CThruK,Stifling,Average,MoreThanAve,H,N1GtLIGt_4,Instability,MoreUnstable,Average,HI,None,Weak,Moderate,H,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_S,SigPositive,QStationary,SWQuad,LVorOther,SEQuad
StrongUp,Neutral,Down,WeakUp,WeakUp,Wet,Neutral,Wet,VeryWet,Clear,Clear,Clear,PC,Strong,Strong,DCVZFavor,Strong,Strong,Strong,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,B,AB,Stifling,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,Average,B,PartInhibit,Moderate,Slight,B,XNIL,XNIL,SIG,LowEvrywhere,Steep,VeryMoist,Steep,NoMajor,Other,DenvCyclone,SigNegative,Other,SWQuad,LVorOther,SEQuad
StrongUp,Neutral,Down,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Other,Weak,None,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,C,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,None,Weak,Moderate,C,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,StrongFront,MoistMDryL,E_W_N,SigPositive,QStationary,AllElse,LVorOther,LongAnticyc
WeakUp,Neutral,StrongUp,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,Clear,Clear,Clear,PC,Weak,Strong,DCVZFavor,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,StrongPos,Increasing,SIG,Jun15_Jul1,E,CThruK,Stifling,MoreThanAve,LessThanAve,CDEJ,LIGt0,Stability,LessUnstable,Average,ACEFK,PartInhibit,Moderate,Moderate,E,SIG,SIG,SIG,LowSHighN,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,LittleChange,None,SWQuad,LVorOther,SEQuad
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Aug20_Sep15,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LILt_8,Stability,Average,MoreUnstable,ACEFK,None,Strong,Strong,C,SIG,SIG,SVR,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,NoMajor,Other,E_W_N,NegToPos,Moving,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,Clear,PC,PC,PC,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,May15_Jun14,J,CThruK,None,LessThanAve,LessThanAve,CDEJ,LIGt0,Stability,LessUnstable,MoreUnstable,GJ,PartInhibit,Strong,Moderate,J,SVR,SVR,SVR,LowAtStation,Steep,Average,CloseToDryAd,NoMajor,MoistMDryL,None,LittleChange,Other,LV,LVorOther,SEQuad
Down,Down,Neutral,Down,Down,Neutral,Neutral,Neutral,Neutral,Clear,Cloudy,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Strong,Some,LittleChange,LittleChange,Neutral,Decreasing,XNIL,May15_Jun14,G,CThruK,PartInhibit,Average,Average,G,LILt_8,Neutral,Average,LessUnstable,GJ,None,Weak,Moderate,G,SIG,XNIL,XNIL,LowAtStation,Steep,Dry,Steep,OtherRapid,MoistMDryL,Other,SigNegative,Moving,LV,Westerly,LV
Neutral,Down,Neutral,Down,Down,Neutral,Dry,Dry,Dry,Clear,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,SVR,May15_Jun14,K,CThruK,Stifling,Average,Average,K,N1GtLIGt_4,Instability,Average,Average,ACEFK,PartInhibit,Strong,Strong,K,XNIL,XNIL,SVR,LowNHighS,Steep,Average,CloseToDryAd,StrongFront,MoistMDryL,None,SigNegative,None,NWQuad,Westerly,SEQuad
Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Dry,Neutral,Neutral,PC,Cloudy,PC,PC,None,Weak,Other,None,None,None,None,LittleChange,LittleChange,Negative,LittleChange,XNIL,Jul16_Aug10,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,ModerateOrLe,OtherRapid,MoistMDryL,None,SigNegative,None,SWQuad,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Weak,None,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jul2_Jul15,E,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Weak,Moderate,E,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,ModerateOrLe,NoMajor,MoistMDryL,DryLine,PosToNeg,None,SWQuad,Westerly,LV
Neutral,StronUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Dry,PC,PC,PC,PC,Weak,Strong,DCVZFavor,Weak,Weak,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Jul2_Jul15,D,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,LessUnstable,D,None,Strong,Moderate,D,XNIL,SIG,SVR,LowMtsHighPl,Steep,Dry,Steep,NoMajor,Other,DenvCyclone,NegToPos,None,NWQuad,LVorOther,SEQuad
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Wet,VeryWet,VeryWet,Clear,Cloudy,PC,PC,Strong,Strong,StrongWest,Weak,Weak,Weak,Marked,LittleChange,LittleChange,Negative,Increasing,XNIL,Aug11_Aug20,J,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,Stifling,Moderate,Slight,J,SIG,SVR,SVR,LowNHighS,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,DenvCyclone
StrongUp,Down,Down,Down,Down,Wet,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,None,Weak,Other,Weak,None,Weak,None,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,May15_Jun14,J,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,None,Weak,Moderate,J,SIG,SIG,SIG,LowNHighS,Steep,Average,Steep,NoMajor,Other,DryLine,LittleChange,None,LV,LVorOther,SEQuad
Down,StronUp,WeakUp,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,Clear,None,Weak,StrongWest,Strong,Weak,Weak,Some,DecCapIncIns,Decreasing,WeakPos,Decreasing,SIG,Aug20_Sep15,K,CThruK,PartInhibit,Average,LessThanAve,K,N1GtLIGt_4,Instability,MoreUnstable,Average,ACEFK,None,Moderate,Moderate,K,SIG,SIG,SIG,LowMtsHighPl,CloseToDryAd,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,Other,LV,Westerly,DenvCyclone
Down,Neutral,Neutral,Down,Down,Neutral,VeryWet,Wet,Neutral,PC,Clear,PC,PC,Strong,Strong,Westerly,Weak,Strong,Weak,None,LittleChange,LittleChange,WeakPos,Decreasing,SIG,May15_Jun14,G,CThruK,Stifling,Average,Average,G,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,Stifling,Moderate,None,G,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,SigPositive,None,AllElse,LVorOther,LongAnticyc
