N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Down,StronUp,StrongUp,WeakUp,WeakUp,Neutral,Wet,VeryWet,VeryWet,PC,Clear,PC,PC,Strong,Strong,StrongWest,Strong,Strong,Strong,Some,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,Jul16_Aug10,F,CThruK,PartInhibit,Average,Average,F,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Unfavorable,None,F,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,ModerateOrLe,OtherRapid,Other,E_W_N,NegToPos,None,LV,LVorOther,LV
Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,Clear,PC,PC,PC,None,None,DCVZFavor,None,Weak,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,B,AB,Stifling,LessThanAve,LessThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,B,PartInhibit,Strong,Moderate,B,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,NegToPos,Other,NWQuad,Westerly,SEQuad
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,Weak,StrongWest,Weak,None,Strong,Some,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,E,SVR,SVR,SVR,LowSHighN,Stable,Average,ModerateOrLe,OtherRapid,MoistMDryL,None,LittleChange,None,AllElse,Westerly,DenvCyclone
Neutral,WeakUp,StrongUp,StrongUp,StrongUp,VeryWet,Wet,VeryWet,VeryWet,Clear,Cloudy,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jul16_Aug10,D,CThruK,None,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,D,PartInhibit,Moderate,None,D,XNIL,XNIL,SIG,Other,CloseToDryAd,Dry,CloseToDryAd,StrongFront,DryMMoistL,None,SigNegative,Other,NWQuad,LVorOther,LongAnticyc
WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,VeryWet,Neutral,Neutral,PC,PC,Clear,Clear,Weak,Strong,DCVZFavor,Weak,None,Weak,Marked,LittleChange,LittleChange,Negative,LittleChange,SVR,Jul16_Aug10,B,AB,PartInhibit,MoreThanAve,MoreThanAve,ABI,LILt_8,Stability,LessUnstable,LessUnstable,B,Stifling,Unfavorable,None,B,XNIL,XNIL,SVR,LowNHighS,Steep,Average,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,None,SWQuad,LVorOther,DenvCyclone
WeakUp,StronUp,StrongUp,StrongUp,StrongUp,Dry,Neutral,VeryWet,VeryWet,PC,Clear,Clear,PC,None,None,StrongWest,None,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul2_Jul15,H,CThruK,None,LessThanAve,LessThanAve,H,LILt_8,Stability,MoreUnstable,MoreUnstable,HI,PartInhibit,Strong,Strong,H,SIG,SIG,SIG,HighEvrywher,Stable,Average,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_S,SigNegative,Moving,NWQuad,Westerly,E_NE
WeakUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,Wet,Neutral,Neutral,Clear,PC,Clear,Clear,None,Weak,Westerly,Weak,Weak,Weak,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,E,CThruK,TotalInhibit,MoreThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Slight,E,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,ModerateOrLe,NoMajor,Other,E_W_N,LittleChange,None,SWQuad,Westerly,WidespdDnsl
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,Strong,Weak,None,LittleChange,LittleChange,Neutral,Decreasing,SIG,Aug20_Sep15,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,K,SIG,SIG,SIG,Other,Stable,Average,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,QStationary,AllElse,Westerly,LongAnticyc
Down,Down,Neutral,Neutral,Neutral,Dry,Neutral,Dry,Neutral,Clear,PC,Clear,Clear,Strong,Strong,Westerly,Weak,None,None,None,DecCapIncIns,Decreasing,StrongPos,Increasing,SIG,May15_Jun14,B,AB,Stifling,MoreThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,B,PartInhibit,Moderate,Moderate,B,XNIL,XNIL,SIG,HighEvrywher,Stable,Dry,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,AllElse,LVorOther,LV
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Wet,Neutral,Wet,Clear,Cloudy,Clear,Clear,Strong,Strong,Other,Strong,Weak,Weak,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jul2_Jul15,C,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_N,SigPositive,Other,AllElse,Westerly,LongAnticyc
StrongUp,WeakUp,WeakUp,StrongUp,StrongUp,Neutral,Dry,Neutral,Wet,PC,Clear,Clear,PC,None,None,StrongWest,None,Weak,Weak,None,LittleChange,LittleChange,Neutral,Increasing,XNIL,May15_Jun14,K,CThruK,Stifling,Average,Average,K,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,None,Moderate,Strong,K,XNIL,XNIL,XNIL,Other,ModerateOrLe,VeryMoist,CloseToDryAd,StrongFront,MoistMDryL,DryLine,SigNegative,None,NWQuad,Westerly,SEQuad
Down,Down,Down,Down,Down,Wet,Wet,Wet,Wet,PC,Cloudy,PC,PC,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jun15_Jul1,E,CThruK,None,Average,MoreThanAve,CDEJ,LIGt0,Neutral,LessUnstable,LessUnstable,ACEFK,Stifling,Strong,Strong,E,SVR,SVR,SVR,Other,ModerateOrLe,Average,ModerateOrLe,OtherRapid,MoistMDryL,MovingFtorOt,PosToNeg,QStationary,SWQuad,Westerly,LV
StrongUp,StronUp,StrongUp,StrongUp,StrongUp,Dry,Neutral,Neutral,Neutral,PC,Cloudy,PC,Cloudy,None,None,Other,None,None,Weak,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jul16_Aug10,B,AB,PartInhibit,Average,Average,ABI,LILt_8,Stability,Average,Average,B,None,Strong,Strong,B,SVR,SVR,SVR,LowSHighN,Steep,Average,CloseToDryAd,NoMajor,MoistMDryL,DryLine,SigPositive,None,SWQuad,LVorOther,DenvCyclone
Neutral,Down,StrongUp,Neutral,Neutral,Dry,Wet,Dry,Neutral,PC,Clear,Clear,Clear,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,Moderate,C,XNIL,XNIL,XNIL,LowNHighS,CloseToDryAd,Dry,Steep,OtherRapid,Other,E_W_N,SigPositive,None,NWQuad,Westerly,LongAnticyc
Down,Neutral,Neutral,Down,Down,Neutral,Neutral,Neutral,Dry,Clear,PC,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jul16_Aug10,D,CThruK,PartInhibit,Average,Average,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,D,None,Moderate,Moderate,D,SVR,SVR,SVR,LowSHighN,Steep,VeryMoist,CloseToDryAd,NoMajor,MoistMDryL,DenvCyclone,PosToNeg,None,AllElse,LVorOther,WidespdDnsl
WeakUp,Down,Neutral,Down,Down,Neutral,Neutral,Neutral,Dry,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Jul2_Jul15,H,CThruK,PartInhibit,MoreThanAve,MoreThanAve,H,LILt_8,Stability,Average,LessUnstable,HI,None,Weak,Strong,H,SIG,SIG,SVR,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,DryMMoistL,Other,SigPositive,None,SWQuad,LVorOther,SEQuad
Neutral,Neutral,WeakUp,Neutral,Neutral,VeryWet,Dry,Wet,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Strong,Strong,Marked,IncCapDecIns,Increasing,Negative,Increasing,SVR,Jun15_Jul1,K,CThruK,None,LessThanAve,Average,K,N1GtLIGt_4,Neutral,Average,Average,ACEFK,PartInhibit,Moderate,Slight,K,XNIL,XNIL,SVR,HighEvrywher,Steep,Average,CloseToDryAd,MarkedUpper,DryMMoistL,DryLine,PosToNeg,None,SWQuad,LVorOther,SEQuad
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Wet,Clear,PC,PC,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Some,LittleChange,LittleChange,Negative,LittleChange,SVR,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,LILt_8,Neutral,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,Slight,B,SVR,SVR,SVR,Other,ModerateOrLe,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,None,PosToNeg,None,AllElse,Westerly,DenvCyclone
Down,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,Cloudy,PC,Cloudy,Clear,Weak,Strong,DCVZFavor,Weak,Weak,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,B,Stifling,Weak,None,B,XNIL,XNIL,SIG,HighEvrywher,Steep,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,LV,Westerly,SEQuad
StrongUp,Neutral,WeakUp,StrongUp,StrongUp,Neutral,Wet,Neutral,Neutral,Clear,Clear,Clear,PC,Strong,Strong,Westerly,Weak,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jul16_Aug10,A,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Instability,LessUnstable,Average,ACEFK,PartInhibit,Unfavorable,None,A,XNIL,XNIL,XNIL,HighEvrywher,Stable,Average,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,Other,NWQuad,LVorOther,DenvCyclone
Down,Neutral,Neutral,Down,Down,Dry,Neutral,Neutral,Dry,Clear,Cloudy,Clear,Clear,None,None,Westerly,None,None,Weak,None,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,Average,D,PartInhibit,Weak,None,D,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,CloseToDryAd,StrongFront,Other,DryLine,SigNegative,Other,SWQuad,Westerly,LongAnticyc
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Neutral,Wet,PC,PC,PC,PC,Strong,Strong,Other,None,Weak,Strong,Some,DecCapIncIns,Decreasing,Neutral,Increasing,SIG,Jun15_Jul1,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Moderate,Slight,K,XNIL,XNIL,SIG,LowNHighS,ModerateOrLe,Average,Steep,OtherRapid,Other,E_W_N,SigNegative,None,AllElse,Westerly,LV
Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,Cloudy,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,May15_Jun14,D,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Neutral,Average,MoreUnstable,D,PartInhibit,Weak,None,D,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,DryMMoistL,None,PosToNeg,None,SWQuad,LVorOther,SEQuad
StrongUp,Neutral,WeakUp,StrongUp,StrongUp,Neutral,Neutral,Wet,VeryWet,Clear,PC,Clear,PC,Strong,Strong,Westerly,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,SVR,Jun15_Jul1,I,CThruK,Stifling,MoreThanAve,MoreThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,HI,None,Weak,Moderate,I,XNIL,XNIL,SVR,LowSHighN,Stable,Dry,Steep,NoMajor,DryMMoistL,MovingFtorOt,SigNegative,QStationary,SWQuad,LVorOther,E_NE
Down,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,StrongPos,Increasing,SIG,Jul16_Aug10,F,CThruK,Stifling,MoreThanAve,Average,F,N1GtLIGt_4,Neutral,LessUnstable,Average,ACEFK,PartInhibit,Weak,None,F,XNIL,XNIL,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,MovingFtorOt,LittleChange,None,AllElse,LVorOther,LV
StrongUp,Down,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,May15_Jun14,B,AB,PartInhibit,LessThanAve,Average,ABI,LILt_8,Neutral,MoreUnstable,MoreUnstable,B,None,Moderate,Strong,B,SVR,SIG,SIG,LowSHighN,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,DryLine,PosToNeg,QStationary,LV,Westerly,DenvCyclone
Down,StronUp,StrongUp,WeakUp,WeakUp,Neutral,Dry,Wet,VeryWet,PC,PC,PC,Clear,None,Weak,Westerly,None,None,None,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,B,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,B,None,Weak,Slight,B,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,Steep,NoMajor,MoistMDryL,DenvCyclone,LittleChange,None,SWQuad,LVorOther,LV
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,Neutral,VeryWet,Wet,Cloudy,PC,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Strong,Strong,A,XNIL,XNIL,XNIL,Other,ModerateOrLe,Average,CloseToDryAd,OtherRapid,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,DenvCyclone
Neutral,Neutral,Down,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,Clear,PC,PC,Weak,Strong,Other,None,Weak,Weak,None,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,May15_Jun14,A,AB,Stifling,Average,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Moderate,A,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Average,Steep,OtherRapid,DryMMoistL,MovingFtorOt,PosToNeg,None,SWQuad,Westerly,DenvCyclone
Neutral,StronUp,Neutral,Neutral,Neutral,Wet,Neutral,Wet,VeryWet,PC,Cloudy,PC,PC,Weak,Weak,StrongWest,None,None,None,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,F,CThruK,Stifling,MoreThanAve,MoreThanAve,F,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,None,F,XNIL,XNIL,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,Other,LittleChange,None,AllElse,LVorOther,LV
StrongUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Clear,Clear,Clear,None,None,StrongWest,None,None,None,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,None,Weak,Slight,B,SVR,SVR,SVR,HighEvrywher,Stable,Average,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,QStationary,NWQuad,LVorOther,SEQuad
WeakUp,Down,WeakUp,Neutral,Neutral,Dry,VeryWet,Neutral,Neutral,PC,Clear,PC,PC,None,None,Westerly,None,None,Weak,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Unfavorable,None,J,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Dry,CloseToDryAd,NoMajor,DryMMoistL,DryLine,LittleChange,QStationary,LV,LVorOther,LV
Down,Neutral,Down,Neutral,Neutral,Dry,Dry,Wet,Neutral,Clear,Cloudy,PC,PC,Weak,Weak,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,E,SIG,SIG,SIG,LowNHighS,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,None,LittleChange,None,SWQuad,LVorOther,WidespdDnsl
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Wet,Neutral,Clear,Cloudy,PC,PC,None,None,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jun15_Jul1,G,CThruK,None,LessThanAve,MoreThanAve,G,N1GtLIGt_4,Stability,Average,LessUnstable,GJ,TotalInhibit,Moderate,None,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,LittleChange,None,AllElse,Westerly,LongAnticyc
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,Neutral,Neutral,Wet,PC,PC,PC,Cloudy,None,None,DCVZFavor,None,Weak,Strong,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul2_Jul15,C,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Weak,None,C,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,CloseToDryAd,OtherRapid,MoistMDryL,Other,SigPositive,Other,NWQuad,LVorOther,WidespdDnsl
Neutral,StronUp,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,PC,PC,PC,Cloudy,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,H,CThruK,PartInhibit,Average,MoreThanAve,H,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,HI,TotalInhibit,Unfavorable,None,H,XNIL,XNIL,XNIL,Other,ModerateOrLe,VeryMoist,Steep,MarkedUpper,DryMMoistL,Other,SigNegative,None,AllElse,LVorOther,E_NE
Down,WeakUp,Neutral,Down,Down,Wet,Neutral,Neutral,Dry,Cloudy,Cloudy,Cloudy,PC,Strong,Strong,Other,None,Weak,None,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,MoreUnstable,ACEFK,TotalInhibit,Weak,None,E,XNIL,SIG,SIG,HighEvrywher,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,None,SWQuad,LVorOther,WidespdDnsl
StrongUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Wet,Wet,Wet,Clear,Cloudy,Clear,Clear,None,None,Other,None,Weak,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,B,AB,Stifling,Average,MoreThanAve,ABI,LILt_8,Stability,LessUnstable,MoreUnstable,B,None,Strong,Moderate,B,SIG,SIG,SIG,LowSHighN,ModerateOrLe,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,SigPositive,QStationary,AllElse,LVorOther,DenvCyclone
WeakUp,StronUp,Neutral,WeakUp,WeakUp,Wet,Neutral,Neutral,Wet,Cloudy,PC,Cloudy,Cloudy,Weak,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,Neutral,Increasing,SIG,Aug20_Sep15,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,GJ,PartInhibit,Moderate,Slight,J,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Average,ModerateOrLe,NoMajor,Other,None,LittleChange,Other,LV,LVorOther,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,PC,PC,PC,Clear,None,Weak,Westerly,Weak,None,Weak,None,LittleChange,LittleChange,Neutral,Increasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,E,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,None,PosToNeg,None,SWQuad,Westerly,LongAnticyc
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,Clear,Clear,Clear,PC,None,None,Westerly,None,Strong,Strong,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jun15_Jul1,C,CThruK,Stifling,MoreThanAve,Average,CDEJ,N5GtLIGt_8,Neutral,Average,Average,ACEFK,None,Weak,Strong,C,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,Steep,OtherRapid,MoistMDryL,E_W_N,SigPositive,Moving,AllElse,Westerly,LongAnticyc
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Decreasing,SIG,Jul2_Jul15,G,CThruK,PartInhibit,Average,MoreThanAve,G,N1GtLIGt_4,Instability,MoreUnstable,Average,GJ,Stifling,Weak,Slight,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,Other,SigNegative,None,LV,Westerly,LongAnticyc
Down,StronUp,WeakUp,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,PC,PC,PC,Strong,Strong,Other,Weak,None,None,Marked,DecCapIncIns,Decreasing,StrongPos,LittleChange,SVR,Jul16_Aug10,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,None,E,XNIL,XNIL,SVR,LowSHighN,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,E_W_N,LittleChange,None,LV,Westerly,WidespdDnsl
StrongUp,Down,Neutral,Neutral,Neutral,Dry,Wet,Dry,Dry,Clear,Cloudy,Clear,Clear,Strong,Strong,Other,None,Weak,Weak,Some,IncCapDecIns,Increasing,WeakPos,LittleChange,SVR,Jul2_Jul15,E,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,LessUnstable,ACEFK,None,Moderate,Strong,E,XNIL,SVR,SVR,HighEvrywher,CloseToDryAd,Dry,ModerateOrLe,OtherRapid,MoistMDryL,None,LittleChange,None,SWQuad,LVorOther,LV
StrongUp,Down,StrongUp,WeakUp,WeakUp,Neutral,Wet,Neutral,Wet,Clear,Cloudy,Clear,PC,Weak,Strong,Other,None,None,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,H,CThruK,PartInhibit,Average,LessThanAve,H,N5GtLIGt_8,Stability,Average,LessUnstable,HI,PartInhibit,Weak,Slight,H,SVR,SVR,SVR,Other,Steep,VeryMoist,ModerateOrLe,MarkedUpper,Other,E_W_S,NegToPos,None,NWQuad,LVorOther,E_NE
Neutral,Down,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,PC,PC,PC,Weak,Strong,StrongWest,Strong,Strong,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,Average,B,Stifling,Moderate,Slight,B,XNIL,XNIL,XNIL,Other,Stable,Average,Steep,NoMajor,Other,E_W_S,NegToPos,QStationary,AllElse,LVorOther,E_NE
Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,None,None,Other,None,None,None,None,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jul16_Aug10,F,CThruK,PartInhibit,Average,Average,F,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Strong,Strong,F,SIG,SIG,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,StrongFront,Other,E_W_N,NegToPos,Other,LV,LVorOther,E_NE
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Dry,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Weak,Westerly,Weak,Strong,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,H,CThruK,PartInhibit,Average,Average,H,N5GtLIGt_8,Instability,Average,Average,HI,PartInhibit,Moderate,None,H,XNIL,XNIL,SIG,HighEvrywher,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,Other,SigPositive,Moving,NWQuad,LVorOther,LongAnticyc
