N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Down,Neutral,StrongUp,Neutral,Neutral,Wet,Dry,Wet,VeryWet,PC,PC,PC,PC,None,None,DCVZFavor,None,Weak,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jun15_Jul1,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,E,SVR,SVR,SVR,HighEvrywher,ModerateOrLe,Average,ModerateOrLe,NoMajor,MoistMDryL,None,LittleChange,Other,AllElse,Westerly,LV
Down,StronUp,StrongUp,WeakUp,WeakUp,Dry,Dry,Neutral,Neutral,Clear,Cloudy,Clear,Clear,Weak,Strong,Westerly,Weak,None,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,May15_Jun14,C,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,C,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,E_W_N,LittleChange,Other,AllElse,LVorOther,LongAnticyc
WeakUp,Down,StrongUp,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,PC,Cloudy,Cloudy,Cloudy,Weak,Strong,Other,None,Strong,Strong,None,IncCapDecIns,Increasing,WeakPos,LittleChange,SVR,May15_Jun14,B,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,Average,B,PartInhibit,Weak,None,B,XNIL,XNIL,SVR,LowSHighN,Stable,Dry,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,None,SWQuad,LVorOther,SEQuad
Neutral,Down,StrongUp,Neutral,Neutral,Dry,VeryWet,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Strong,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Aug20_Sep15,C,CThruK,Stifling,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,C,XNIL,XNIL,SVR,LowAtStation,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,E_W_N,NegToPos,Moving,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Clear,PC,Clear,Clear,None,Weak,DCVZFavor,Strong,None,Weak,Some,DecCapIncIns,Decreasing,WeakPos,Decreasing,SIG,Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,C,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,DryMMoistL,DryLine,SigPositive,Other,NWQuad,Westerly,LongAnticyc
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Wet,Wet,Wet,VeryWet,PC,Cloudy,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul16_Aug10,I,CThruK,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Stability,Average,LessUnstable,HI,Stifling,Unfavorable,None,I,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,Other,MovingFtorOt,SigNegative,QStationary,SWQuad,Westerly,LongAnticyc
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Wet,Neutral,Wet,Clear,Cloudy,Clear,Clear,Weak,Strong,Other,None,Weak,None,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,A,SIG,SIG,SIG,LowNHighS,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,SigNegative,Other,SWQuad,LVorOther,DenvCyclone
StrongUp,Down,WeakUp,Neutral,Neutral,Wet,Neutral,Wet,Wet,PC,Clear,PC,PC,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jun15_Jul1,A,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,Stifling,Weak,None,A,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,Westerly,DenvCyclone
Down,StronUp,WeakUp,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,PC,Clear,PC,Cloudy,Strong,Strong,DCVZFavor,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,Average,K,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,SVR,HighEvrywher,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,DryMMoistL,None,NegToPos,None,AllElse,Westerly,LV
Neutral,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,PC,PC,PC,Weak,Weak,Other,None,None,None,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jun15_Jul1,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Unfavorable,None,J,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,LV
Down,Down,Down,Down,Down,Neutral,Neutral,Wet,Wet,Clear,PC,Clear,Clear,Strong,Strong,Westerly,Strong,Strong,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jul16_Aug10,J,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,GJ,PartInhibit,Moderate,Strong,J,XNIL,XNIL,SVR,LowMtsHighPl,Steep,Average,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Wet,Wet,PC,PC,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug11_Aug20,I,CThruK,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,HI,Stifling,Moderate,Slight,I,XNIL,XNIL,SIG,HighEvrywher,Steep,Dry,ModerateOrLe,OtherRapid,Other,MovingFtorOt,NegToPos,QStationary,AllElse,Westerly,DenvCyclone
Neutral,StronUp,Neutral,WeakUp,WeakUp,Wet,Neutral,Neutral,Dry,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug20_Sep15,B,AB,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,Average,B,Stifling,Weak,Slight,B,XNIL,XNIL,SIG,LowNHighS,Stable,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,PosToNeg,Moving,SWQuad,LVorOther,SEQuad
Down,Down,Neutral,Down,Down,Neutral,Wet,Wet,Neutral,PC,Cloudy,PC,Clear,None,Weak,Other,None,None,Weak,None,LittleChange,LittleChange,StrongPos,Increasing,SIG,Jul16_Aug10,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,D,Stifling,Strong,Moderate,D,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Average,CloseToDryAd,OtherRapid,DryMMoistL,DryLine,SigPositive,None,AllElse,LVorOther,WidespdDnsl
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Dry,Dry,Neutral,PC,PC,PC,PC,None,None,StrongWest,None,Weak,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,May15_Jun14,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,B,None,Moderate,Strong,B,SVR,SVR,SVR,LowSHighN,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,DenvCyclone,LittleChange,Moving,NWQuad,LVorOther,DenvCyclone
Down,WeakUp,StrongUp,Neutral,Neutral,Dry,Neutral,Wet,Wet,Clear,Clear,Clear,PC,Weak,Strong,StrongWest,Strong,None,Weak,Marked,LittleChange,LittleChange,Neutral,Increasing,SIG,Jul2_Jul15,E,CThruK,PartInhibit,MoreThanAve,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,ACEFK,None,Strong,Strong,E,SVR,SVR,SVR,HighEvrywher,Steep,Average,ModerateOrLe,NoMajor,Other,E_W_N,PosToNeg,None,SWQuad,LVorOther,LV
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,VeryWet,VeryWet,VeryWet,PC,Clear,PC,Cloudy,Weak,Weak,Other,None,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,K,CThruK,PartInhibit,Average,LessThanAve,K,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,TotalInhibit,Weak,None,K,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Dry,ModerateOrLe,StrongFront,Other,MovingFtorOt,PosToNeg,None,NWQuad,Westerly,LV
Down,StronUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Wet,Wet,PC,Clear,Clear,Clear,Strong,Strong,Other,None,None,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Aug20_Sep15,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Instability,Average,Average,GJ,None,Moderate,Moderate,G,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,CloseToDryAd,NoMajor,Other,DryLine,LittleChange,None,LV,LVorOther,LV
Down,Down,Neutral,Down,Down,Dry,Wet,VeryWet,Wet,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Jul16_Aug10,K,CThruK,PartInhibit,Average,MoreThanAve,K,LIGt0,Instability,LessUnstable,Average,ACEFK,None,Weak,Moderate,K,SVR,XNIL,SIG,Other,Stable,Average,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,QStationary,NWQuad,Westerly,SEQuad
Down,WeakUp,Down,Neutral,Neutral,Wet,Wet,Neutral,Neutral,Clear,Clear,Clear,Clear,None,None,StrongWest,None,None,Weak,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul2_Jul15,B,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,PartInhibit,Weak,None,B,XNIL,XNIL,XNIL,LowSHighN,Stable,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,E_NE
Neutral,Neutral,Down,Neutral,Neutral,Dry,Wet,Wet,Wet,PC,PC,PC,PC,Weak,Strong,Other,None,None,Weak,None,DecCapIncIns,Decreasing,StrongPos,Increasing,SVR,Aug20_Sep15,G,CThruK,None,LessThanAve,LessThanAve,G,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Unfavorable,None,G,XNIL,XNIL,SVR,LowEvrywhere,Steep,Average,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,PosToNeg,None,AllElse,Westerly,LV
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,Wet,PC,PC,PC,PC,None,None,Westerly,None,Strong,Weak,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jun15_Jul1,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,NoMajor,Other,E_W_N,SigNegative,None,SWQuad,Westerly,LV
WeakUp,StronUp,Neutral,Neutral,Neutral,Dry,Neutral,Wet,Wet,PC,Clear,PC,PC,Weak,Weak,DCVZFavor,Weak,None,Weak,None,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,May15_Jun14,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,LILt_8,Instability,MoreUnstable,MoreUnstable,HI,None,Weak,Slight,I,SIG,SIG,SIG,LowSHighN,CloseToDryAd,VeryMoist,CloseToDryAd,StrongFront,DryMMoistL,DenvCyclone,SigNegative,QStationary,SWQuad,LVorOther,LV
StrongUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jun15_Jul1,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,Average,GJ,PartInhibit,Unfavorable,None,J,XNIL,XNIL,SIG,LowMtsHighPl,Stable,VeryMoist,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,None,None,Some,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,May15_Jun14,I,CThruK,Stifling,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,Average,Average,HI,None,Moderate,Strong,I,SVR,SIG,SIG,LowSHighN,Stable,Average,CloseToDryAd,NoMajor,DryMMoistL,Other,SigNegative,QStationary,SWQuad,LVorOther,LV
Down,WeakUp,Neutral,Down,Down,Dry,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,None,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Aug20_Sep15,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,SIG,HighEvrywher,Stable,Average,ModerateOrLe,StrongFront,Other,MovingFtorOt,NegToPos,Moving,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,VeryWet,VeryWet,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,None,Weak,None,B,SIG,SIG,SIG,LowMtsHighPl,Stable,Average,Steep,NoMajor,Other,MovingFtorOt,PosToNeg,Moving,LV,Westerly,DenvCyclone
Down,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,VeryWet,VeryWet,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,Strong,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N5GtLIGt_8,Stability,Average,Average,ACEFK,PartInhibit,Unfavorable,None,K,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,VeryMoist,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigNegative,None,AllElse,Westerly,WidespdDnsl
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,Weak,Weak,Westerly,Weak,Strong,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Aug20_Sep15,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,Average,D,None,Weak,Slight,D,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,OtherRapid,MoistMDryL,DryLine,LittleChange,Moving,NWQuad,LVorOther,SEQuad
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,Neutral,Wet,Wet,Clear,Cloudy,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Aug20_Sep15,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Moderate,Strong,B,SIG,SIG,SIG,HighEvrywher,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,LittleChange,QStationary,AllElse,LVorOther,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Dry,Dry,Cloudy,Clear,Cloudy,PC,None,None,StrongWest,None,Strong,Strong,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul2_Jul15,H,CThruK,Stifling,MoreThanAve,Average,H,N1GtLIGt_4,Neutral,Average,Average,HI,PartInhibit,Moderate,Slight,H,XNIL,XNIL,XNIL,Other,Stable,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,None,LittleChange,None,NWQuad,LVorOther,E_NE
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Neutral,PC,Clear,Clear,Clear,Weak,Weak,DCVZFavor,None,Strong,Strong,Some,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,May15_Jun14,B,AB,None,LessThanAve,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Weak,Slight,B,SVR,SVR,SVR,LowMtsHighPl,Steep,Average,Steep,NoMajor,DryMMoistL,E_W_S,PosToNeg,None,NWQuad,LVorOther,DenvCyclone
WeakUp,Down,Down,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Other,Weak,Weak,Strong,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug11_Aug20,B,AB,Stifling,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,Stifling,Weak,Slight,B,SVR,SVR,SVR,HighEvrywher,Steep,Dry,Steep,NoMajor,MoistMDryL,E_W_S,SigNegative,Moving,SWQuad,LVorOther,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,PC,Cloudy,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Aug20_Sep15,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,LIGt0,Instability,LessUnstable,LessUnstable,GJ,None,Weak,Moderate,G,SIG,SIG,SVR,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,E_W_S,PosToNeg,None,NWQuad,Westerly,LongAnticyc
Neutral,StronUp,StrongUp,StrongUp,StrongUp,VeryWet,Dry,Wet,Wet,PC,Clear,PC,Cloudy,Weak,Strong,StrongWest,Weak,None,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Aug20_Sep15,I,CThruK,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Weak,None,I,XNIL,XNIL,SIG,LowSHighN,Stable,Average,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_S,NegToPos,QStationary,AllElse,Westerly,E_NE
Down,Down,Neutral,Down,Down,Neutral,Dry,Neutral,Dry,PC,PC,PC,Clear,Strong,Strong,Westerly,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jun15_Jul1,B,AB,Stifling,Average,Average,ABI,N1GtLIGt_4,Stability,Average,Average,B,PartInhibit,Weak,Moderate,B,XNIL,XNIL,XNIL,Other,Stable,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,QStationary,LV,Westerly,SEQuad
Down,Down,WeakUp,Down,Down,Neutral,Neutral,Dry,Neutral,Cloudy,PC,PC,PC,Weak,Weak,DCVZFavor,Strong,None,Strong,None,LittleChange,LittleChange,Neutral,Increasing,XNIL,Jun15_Jul1,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,PartInhibit,Moderate,Slight,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,ModerateOrLe,StrongFront,DryMMoistL,E_W_N,SigPositive,QStationary,NWQuad,Westerly,WidespdDnsl
Down,Down,Down,Down,Down,Neutral,Wet,Wet,Wet,Cloudy,PC,PC,PC,None,None,DCVZFavor,None,Strong,Strong,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Strong,K,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,SigPositive,None,AllElse,LVorOther,E_NE
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,Weak,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jul16_Aug10,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,ACEFK,None,Weak,None,E,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,Average,ModerateOrLe,OtherRapid,MoistMDryL,None,LittleChange,None,SWQuad,LVorOther,LV
Neutral,StronUp,Down,Down,Down,Wet,Wet,Wet,Neutral,PC,Clear,PC,Clear,Strong,Strong,Westerly,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,ModerateOrLe,OtherRapid,MoistMDryL,E_W_N,NegToPos,None,AllElse,Westerly,LV
WeakUp,Down,Neutral,WeakUp,WeakUp,Dry,Neutral,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,None,Weak,None,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,May15_Jun14,B,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,Average,MoreUnstable,B,None,Moderate,Slight,B,XNIL,XNIL,SVR,LowEvrywhere,ModerateOrLe,VeryMoist,Steep,NoMajor,Other,DenvCyclone,LittleChange,QStationary,SWQuad,LVorOther,LV
Neutral,WeakUp,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,None,None,None,Marked,DecCapIncIns,Decreasing,WeakPos,LittleChange,SVR,Aug11_Aug20,F,CThruK,Stifling,LessThanAve,LessThanAve,F,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,F,XNIL,XNIL,SVR,HighEvrywher,Stable,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_S,PosToNeg,Moving,LV,Westerly,LV
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Dry,Wet,VeryWet,VeryWet,Clear,PC,Clear,Cloudy,Strong,Strong,StrongWest,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Neutral,Increasing,SIG,Aug20_Sep15,I,CThruK,PartInhibit,Average,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,Stifling,Weak,None,I,SVR,SVR,SVR,LowMtsHighPl,Steep,VeryMoist,CloseToDryAd,NoMajor,Other,E_W_N,LittleChange,QStationary,AllElse,LVorOther,E_NE
StrongUp,Neutral,Neutral,Neutral,Neutral,VeryWet,VeryWet,VeryWet,VeryWet,Clear,PC,Clear,Clear,Weak,Weak,Other,None,Weak,None,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,D,CThruK,None,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,D,PartInhibit,Moderate,Slight,D,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,ModerateOrLe,MarkedUpper,Other,Other,PosToNeg,Other,NWQuad,Westerly,SEQuad
StrongUp,Down,Neutral,Down,Down,Dry,Neutral,Neutral,Neutral,PC,Cloudy,PC,PC,Weak,Strong,Westerly,Weak,None,Weak,None,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,H,CThruK,PartInhibit,Average,MoreThanAve,H,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,None,Unfavorable,None,H,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Average,Steep,NoMajor,Other,None,PosToNeg,None,NWQuad,LVorOther,E_NE
StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Wet,Wet,Wet,PC,Clear,PC,PC,Weak,Weak,StrongWest,Weak,Weak,None,Some,LittleChange,LittleChange,Neutral,Increasing,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,TotalInhibit,Weak,None,K,XNIL,XNIL,XNIL,Other,CloseToDryAd,Average,Steep,StrongFront,MoistMDryL,DryLine,SigNegative,Other,NWQuad,Westerly,LV
Neutral,WeakUp,Down,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,PC,Clear,Clear,PC,None,None,DCVZFavor,None,Weak,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,E,SIG,SIG,SIG,Other,Steep,Dry,ModerateOrLe,NoMajor,MoistMDryL,None,SigNegative,None,SWQuad,Westerly,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Weak,None,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SVR,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,K,XNIL,XNIL,SVR,Other,Stable,Dry,CloseToDryAd,OtherRapid,Other,None,NegToPos,Moving,NWQuad,Westerly,SEQuad
